flow_id,ip_proto,ndpi_app,ndpi_category,ndpi_client_info,ndpi_server_info,ndpi_j3ac,ndpi_j3as,client_bulk0,client_packet0,client_bulk1,client_packet1,client_bulk_max,client_packet_max,client_bulk_min,client_packet_min,client_bulk_avg,client_packet_avg,client_bulk_median,client_packet_median,client_bulk_25q,client_packet_25q,client_bulk_75q,client_packet_75q,client_bulk_sum,client_packet_sum,client_bulk_number,client_packet_number,client_tcp_window_avg,client_found_tcp_flags,server_bulk0,server_packet0,server_bulk1,server_packet1,server_bulk_max,server_packet_max,server_bulk_min,server_packet_min,server_bulk_avg,server_packet_avg,server_bulk_median,server_packet_median,server_bulk_25q,server_packet_25q,server_bulk_75q,server_packet_75q,server_bulk_sum,server_packet_sum,server_bulk_number,server_packet_number,server_tcp_window_avg,server_found_tcp_flags
TCP 192.168.0.105:41338 52.203.124.136:443,TCP,TLS.Amazon,Web,,,,,0.0,52,0.0,52,0.0,52,0.0,52,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,260,0,5,364.0,"[16.0, 17.0]",0.0,52,0.0,52,31.0,83,0.0,52,6.2,58.2,0.0,52.0,0.0,52.0,0.0,52.0,31.0,291,1,5,114.0,"[16.0, 17.0, 24.0]"
UDP 192.168.0.105:48251 8.8.8.8:53,UDP,DNS.Google,Web,,webdav.yandex.ru,,,34.0,62,nan,nan,34.0,62,34.0,62,34.0,62.0,34.0,62.0,34.0,62.0,34.0,62.0,34.0,62,1,1,0.0,[0.0],50.0,78,nan,nan,50.0,78,50.0,78,50.0,78.0,50.0,78.0,50.0,78.0,50.0,78.0,50.0,78,1,1,0.0,[0.0]
UDP 192.168.0.105:40052 8.8.8.8:53,UDP,DNS.Google,Web,,webdav.yandex.ru,,,34.0,62,nan,nan,34.0,62,34.0,62,34.0,62.0,34.0,62.0,34.0,62.0,34.0,62.0,34.0,62,1,1,0.0,[0.0],62.0,90,nan,nan,62.0,90,62.0,90,62.0,90.0,62.0,90.0,62.0,90.0,62.0,90.0,62.0,90,1,1,0.0,[0.0]
TCP 192.168.0.105:43094 87.250.250.53:443,TCP,TLS,Web,,,18a154d5497c7fbb1aae3d81c33c9b4f,ada793d0f02b028a6c840504edccb652,0.0,60,0.0,52,401.0,453,0.0,52,111.5,164.3,0.0,56.0,0.0,52.0,249.75,301.75,1115.0,1643,4,10,3181.7,"[2.0, 16.0, 24.0]",0.0,60,0.0,52,1398.0,1450,0.0,52,532.0,584.8,283.0,335.0,0.0,54.0,1188.5,1240.5,5320.0,5848,6,10,4344.0,"[16.0, 18.0, 24.0]"
TCP 192.168.0.105:33814 52.54.78.229:443,TCP,TLS.Amazon,Web,,,,,0.0,52,0.0,52,0.0,52,0.0,52,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,312,0,6,364.0,"[16.0, 17.0]",0.0,52,0.0,52,31.0,83,0.0,52,6.2,58.2,0.0,52.0,0.0,52.0,0.0,52.0,31.0,291,1,5,114.0,"[16.0, 17.0, 24.0]"
TCP 192.168.0.105:40650 104.215.101.245:443,TCP,TLS,Web,,,,,0.0,52,1221.0,1273,1221.0,1273,0.0,52,305.25,357.25,0.0,52.0,0.0,52.0,305.25,357.25,1221.0,1429,1,4,352.5,"[16.0, 24.0]",0.0,52,0.0,52,661.0,713,0.0,52,165.25,217.25,0.0,52.0,0.0,52.0,165.25,217.25,661.0,869,1,4,509.25,"[16.0, 24.0]"
TCP 192.168.0.105:49562 47.254.145.67:2081,TCP,Unknown,Unspecified,,,,,0.0,60,0.0,60,0.0,60,0.0,60,0.0,60.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,240,0,4,29200.0,[2.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP 192.168.0.105:42702 47.254.145.67:80,TCP,HTTP,Web,,,,,0.0,60,0.0,60,0.0,60,0.0,60,0.0,60.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,240,0,4,29200.0,[2.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDP 192.168.0.105:44727 8.8.8.8:53,UDP,DNS.Google,Web,,skypesmssfe.trafficmanager.net,,,48.0,76,nan,nan,48.0,76,48.0,76,48.0,76.0,48.0,76.0,48.0,76.0,48.0,76.0,48.0,76,1,1,0.0,[0.0],124.0,152,nan,nan,124.0,152,124.0,152,124.0,152.0,124.0,152.0,124.0,152.0,124.0,152.0,124.0,152,1,1,0.0,[0.0]
TCP 192.168.0.105:57830 13.93.107.73:443,TCP,TLS.Microsoft,Cloud,,skypesmssfe.trafficmanager.net,94c485bca29d5392be53f2b8cf7f4304,986571066668055ae9481cb84fda634a,0.0,60,0.0,52,1041.0,1093,0.0,52,122.9090909090909,175.63636363636363,0.0,52.0,0.0,52.0,46.5,102.5,1352.0,1932,3,11,2919.818181818182,"[2.0, 16.0, 24.0]",0.0,60,1428.0,1480,1428.0,1480,0.0,52,651.1111111111111,704.0,349.0,401.0,0.0,60.0,1428.0,1480.0,5860.0,6336,6,9,1820.5555555555557,"[16.0, 18.0, 24.0]"
TCP 192.168.0.105:35214 13.79.147.101:443,TCP,TLS.Microsoft,Cloud,,,,,453.0,505,0.0,52,453.0,505,0.0,52,50.333333333333336,102.33333333333333,0.0,52.0,0.0,52.0,0.0,52.0,453.0,921,1,9,1083.888888888889,"[16.0, 24.0]",1428.0,1480,1428.0,1480,1428.0,1480,0.0,52,1206.625,1258.625,1428.0,1480.0,1342.25,1394.25,1428.0,1480.0,9653.0,10069,7,8,508.0,"[16.0, 24.0]"
TCP 192.168.0.105:35210 13.79.147.101:443,TCP,TLS.Microsoft,Cloud,,,,,469.0,521,0.0,52,469.0,521,0.0,52,78.16666666666667,130.16666666666666,0.0,52.0,0.0,52.0,0.0,52.0,469.0,781,1,6,1034.5,"[16.0, 24.0]",0.0,52,1428.0,1480,1428.0,1480,0.0,52,899.5,951.5,1270.5,1322.5,278.25,330.25,1428.0,1480.0,5397.0,5709,4,6,509.0,"[16.0, 24.0]"
UDP 192.168.0.105:26454 13.107.17.20:3478,UDP,STUN.SkypeCall,VoIP,,,,,133.0,161,nan,nan,133.0,161,133.0,161,133.0,161.0,133.0,161.0,133.0,161.0,133.0,161.0,133.0,161,1,1,0.0,[0.0],186.0,214,nan,nan,186.0,214,186.0,214,186.0,214.0,186.0,214.0,186.0,214.0,186.0,214.0,186.0,214,1,1,0.0,[0.0]
TCP 192.168.0.105:60045 13.107.17.20:443,TCP,TLS.Microsoft,Cloud,,,98d82c43de4e22a055da96bcef1ca9b9,233a541ade543e40c59e1f7ac7019c3d,0.0,60,0.0,40,50.0,90,0.0,40,8.333333333333334,51.666666666666664,0.0,40.0,0.0,40.0,0.0,55.0,50.0,310,1,6,4981.166666666667,"[2.0, 4.0, 16.0, 17.0, 24.0]",0.0,52,0.0,40,83.0,123,0.0,40,20.75,63.75,0.0,46.0,0.0,40.0,20.75,69.75,83.0,255,1,4,17155.5,"[16.0, 18.0, 24.0]"
UDP 192.168.0.105:64306 13.107.17.20:3478,UDP,STUN.SkypeCall,VoIP,,,,,133.0,161,nan,nan,133.0,161,133.0,161,133.0,161.0,133.0,161.0,133.0,161.0,133.0,161.0,133.0,161,1,1,0.0,[0.0],187.0,215,nan,nan,187.0,215,187.0,215,187.0,215.0,187.0,215.0,187.0,215.0,187.0,215.0,187.0,215,1,1,0.0,[0.0]
TCP 192.168.0.105:24094 13.107.17.20:443,TCP,TLS.Microsoft,Cloud,,,98d82c43de4e22a055da96bcef1ca9b9,233a541ade543e40c59e1f7ac7019c3d,0.0,60,0.0,40,50.0,90,0.0,40,8.333333333333334,51.666666666666664,0.0,40.0,0.0,40.0,0.0,55.0,50.0,310,1,6,4981.166666666667,"[2.0, 4.0, 16.0, 17.0, 24.0]",0.0,52,0.0,40,83.0,123,0.0,40,20.75,63.75,0.0,46.0,0.0,40.0,20.75,69.75,83.0,255,1,4,17155.5,"[16.0, 18.0, 24.0]"
UDP 192.168.0.105:26454 104.44.200.140:3478,UDP,STUN.SkypeCall,VoIP,,,,,193.0,221,201.0,229,201.0,229,193.0,221,197.0,225.0,197.0,225.0,195.0,223.0,199.0,227.0,394.0,450,2,2,0.0,[0.0],152.0,180,152.0,180,152.0,180,152.0,180,152.0,180.0,152.0,180.0,152.0,180.0,152.0,180.0,304.0,360,2,2,0.0,[0.0]
UDP 192.168.0.105:64306 104.44.200.25:3478,UDP,STUN.SkypeCall,VoIP,,,,,194.0,222,202.0,230,202.0,230,194.0,222,198.0,226.0,198.0,226.0,196.0,224.0,200.0,228.0,396.0,452,2,2,0.0,[0.0],152.0,180,152.0,180,152.0,180,152.0,180,152.0,180.0,152.0,180.0,152.0,180.0,152.0,180.0,304.0,360,2,2,0.0,[0.0]
UDP 192.168.0.105:33275 8.8.8.8:53,UDP,DNS.Skype,VoIP,,c-broker-euwe-01.broker.skype.com,,,51.0,79,nan,nan,51.0,79,51.0,79,51.0,79.0,51.0,79.0,51.0,79.0,51.0,79.0,51.0,79,1,1,0.0,[0.0],116.0,144,nan,nan,116.0,144,116.0,144,116.0,144.0,116.0,144.0,116.0,144.0,116.0,144.0,116.0,144,1,1,0.0,[0.0]
UDP 192.168.0.105:47754 8.8.8.8:53,UDP,DNS.Skype,VoIP,,c-broker-euwe-01.broker.skype.com,,,51.0,79,51.0,79,51.0,79,51.0,79,51.0,79.0,51.0,79.0,51.0,79.0,51.0,79.0,102.0,158,2,2,0.0,[0.0],116.0,144,177.0,205,177.0,205,116.0,144,146.5,174.5,146.5,174.5,131.25,159.25,161.75,189.75,293.0,349,2,2,0.0,[0.0]
UDP 192.168.0.105:48896 8.8.8.8:53,UDP,DNS.Microsoft,Cloud,,browser.pipe.aria.microsoft.com,,,49.0,77,nan,nan,49.0,77,49.0,77,49.0,77.0,49.0,77.0,49.0,77.0,49.0,77.0,49.0,77,1,1,0.0,[0.0],201.0,229,nan,nan,201.0,229,201.0,229,201.0,229.0,201.0,229.0,201.0,229.0,201.0,229.0,201.0,229,1,1,0.0,[0.0]
TCP 192.168.0.105:60308 40.127.129.109:443,TCP,TLS.Microsoft,Cloud,,browser.pipe.aria.microsoft.com,94c485bca29d5392be53f2b8cf7f4304,986571066668055ae9481cb84fda634a,0.0,60,0.0,52,1121.0,1173,0.0,52,197.45454545454547,250.1818181818182,0.0,52.0,0.0,52.0,172.0,224.0,2172.0,2752,4,11,2917.818181818182,"[2.0, 16.0, 24.0]",0.0,60,0.0,52,1428.0,1480,0.0,52,662.3333333333334,715.2222222222222,426.0,478.0,0.0,60.0,1428.0,1480.0,5961.0,6437,6,9,1822.2222222222222,"[16.0, 18.0, 24.0]"
IPv6-ICMP fe80::26:790f:6670:b5e7:0 ff02::16:0,IPv6-ICMP,ICMPV6,Network,,,,,28.0,36,28.0,36,28.0,36,28.0,36,28.0,36.0,28.0,36.0,28.0,36.0,28.0,36.0,84.0,108,3,3,0.0,[0.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGMP 192.168.0.104:0 224.0.0.2:0,IGMP,IGMP,Network,,,,,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,96,0,3,0.0,[0.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGMP 192.168.0.104:0 224.0.0.251:0,IGMP,IGMP,Network,,,,,0.0,32,0.0,32,0.0,32,0.0,32,0.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,96,0,3,0.0,[0.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP 192.168.0.105:57220 40.68.210.8:443,TCP,TLS,Web,,,,,0.0,52,0.0,52,0.0,52,0.0,52,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,104,0,2,590.0,[16.0],0.0,52,0.0,52,0.0,52,0.0,52,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,104,0,2,1024.0,[16.0]
TCP 192.168.0.105:38608 152.199.19.160:443,TCP,TLS,Web,,,,,0.0,40,0.0,40,0.0,40,0.0,40,0.0,40.0,0.0,40.0,0.0,40.0,0.0,40.0,0.0,120,0,3,615.0,"[16.0, 17.0]",0.0,40,69.0,109,69.0,109,0.0,40,20.0,60.0,0.0,40.0,0.0,40.0,31.0,71.0,100.0,300,2,5,290.0,"[16.0, 17.0, 24.0]"
TCP 192.168.0.105:49572 47.254.145.67:2081,TCP,Unknown,Unspecified,,,,,0.0,60,0.0,60,0.0,60,0.0,60,0.0,60.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,240,0,4,29200.0,[2.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP 192.168.0.105:42712 47.254.145.67:80,TCP,HTTP,Web,,,,,0.0,60,0.0,60,0.0,60,0.0,60,0.0,60.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,240,0,4,29200.0,[2.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP 192.168.0.105:41442 23.59.116.104:443,TCP,TLS,Web,,,,,0.0,52,0.0,52,0.0,52,0.0,52,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,104,0,2,499.0,[16.0],0.0,52,0.0,52,0.0,52,0.0,52,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,104,0,2,260.0,[16.0]
TCP 192.168.0.105:41440 23.59.116.104:443,TCP,TLS,Web,,,,,0.0,52,0.0,52,0.0,52,0.0,52,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,104,0,2,702.0,[16.0],0.0,52,0.0,52,0.0,52,0.0,52,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,104,0,2,260.0,[16.0]
UDP 192.168.0.102:5353 224.0.0.251:5353,UDP,MDNS,Network,,_airplay._tcp.local,,,49.0,77,49.0,77,49.0,77,49.0,77,49.0,77.0,49.0,77.0,49.0,77.0,49.0,77.0,147.0,231,3,3,0.0,[0.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDP fe80::186b:aeb0:5f9c:9840:5353 ff02::fb:5353,UDP,MDNS,Network,,_airplay._tcp.local,,,49.0,57,49.0,57,49.0,57,49.0,57,49.0,57.0,49.0,57.0,49.0,57.0,49.0,57.0,147.0,171,3,3,0.0,[0.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICMP 192.168.0.105:0 104.44.200.25:0,ICMP,ICMP,Network,,,,,180.0,208,nan,nan,180.0,208,180.0,208,180.0,208.0,180.0,208.0,180.0,208.0,180.0,208.0,180.0,208,1,1,0.0,[0.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICMP 192.168.0.105:0 104.44.200.140:0,ICMP,ICMP,Network,,,,,180.0,208,nan,nan,180.0,208,180.0,208,180.0,208.0,180.0,208.0,180.0,208.0,180.0,208.0,180.0,208,1,1,0.0,[0.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP 192.168.0.105:34300 152.199.20.1:443,TCP,TLS,Web,,,,,0.0,40,0.0,40,0.0,40,0.0,40,0.0,40.0,0.0,40.0,0.0,40.0,0.0,40.0,0.0,80,0,2,546.0,[16.0],0.0,40,0.0,40,0.0,40,0.0,40,0.0,40.0,0.0,40.0,0.0,40.0,0.0,40.0,0.0,80,0,2,294.0,[16.0]
TCP 192.168.0.105:49576 47.254.145.67:2081,TCP,Unknown,Unspecified,,,,,0.0,60,0.0,60,0.0,60,0.0,60,0.0,60.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,240,0,4,29200.0,[2.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP 192.168.0.105:42716 47.254.145.67:80,TCP,HTTP,Web,,,,,0.0,60,0.0,60,0.0,60,0.0,60,0.0,60.0,0.0,60.0,0.0,60.0,0.0,60.0,0.0,240,0,4,29200.0,[2.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP 192.168.0.105:41444 23.59.116.104:443,TCP,TLS,Web,,,,,0.0,52,0.0,52,0.0,52,0.0,52,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,104,0,2,1444.0,[16.0],0.0,52,0.0,52,0.0,52,0.0,52,0.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,104,0,2,298.0,[16.0]
TCP 13.107.3.128:443 192.168.0.105:50852,TCP,TLS.Skype,VoIP,,,,,0.0,40,nan,nan,0.0,40,0.0,40,0.0,40.0,0.0,40.0,0.0,40.0,0.0,40.0,0.0,40,0,1,0.0,[20.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP 192.168.0.105:46292 13.33.44.80:443,TCP,TLS.Amazon,Web,,,,,46.0,98,0.0,52,46.0,98,0.0,52,23.0,75.0,23.0,75.0,0.0,52.0,46.0,98.0,92.0,300,2,4,251.0,"[16.0, 24.0]",0.0,52,46.0,98,46.0,98,0.0,52,30.666666666666668,82.66666666666667,46.0,98.0,23.0,75.0,46.0,98.0,92.0,248,2,3,126.0,"[16.0, 24.0]"
TCP 192.168.0.105:34236 64.233.165.138:443,TCP,TLS.Google,Web,,,,,46.0,98,0.0,52,46.0,98,0.0,52,23.0,75.0,23.0,75.0,0.0,52.0,46.0,98.0,92.0,300,2,4,295.0,"[16.0, 24.0]",0.0,52,46.0,98,46.0,98,0.0,52,30.666666666666668,82.66666666666667,46.0,98.0,23.0,75.0,46.0,98.0,92.0,248,2,3,228.0,"[16.0, 24.0]"
UDP 192.168.0.105:123 194.54.80.29:123,UDP,NTP,System,,,,,48.0,76,nan,nan,48.0,76,48.0,76,48.0,76.0,48.0,76.0,48.0,76.0,48.0,76.0,48.0,76,1,1,0.0,[0.0],48.0,76,nan,nan,48.0,76,48.0,76,48.0,76.0,48.0,76.0,48.0,76.0,48.0,76.0,48.0,76,1,1,0.0,[0.0]
UDP 192.168.0.105:58911 8.8.8.8:53,UDP,DNS.Google,Web,,ghostery-sign.ghostery.com,,,44.0,72,44.0,72,44.0,72,44.0,72,44.0,72.0,44.0,72.0,44.0,72.0,44.0,72.0,88.0,144,2,2,0.0,[0.0],155.0,183,189.0,217,189.0,217,155.0,183,172.0,200.0,172.0,200.0,163.5,191.5,180.5,208.5,344.0,400,2,2,0.0,[0.0]
TCP 192.168.0.105:58218 18.184.0.157:80,TCP,HTTP,Web,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:59.0) Gecko/20100101 Firefox/59.0,18.184.0.157,,,0.0,60,0.0,52,1428.0,1480,0.0,52,1224.0,1276.5714285714287,1428.0,1480.0,1428.0,1480.0,1428.0,1480.0,17136.0,17872,12,14,2298.3571428571427,"[2.0, 16.0, 24.0]",0.0,60,0.0,52,0.0,60,0.0,52,0.0,53.333333333333336,0.0,52.0,0.0,52.0,0.0,52.0,0.0,320,0,6,5071.333333333333,"[16.0, 18.0]"
